V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t118	0.012	0.025	0.056	0.034	0.003	0.011	0.017	0.016	0.07	0.026	0.003	0.007	0.089	0.002	0.058	0.01	0.009	0.008	0.042	0.038	0.021	0.055	0.144	0.02	0.001	0.041	0.11	0.002	0.058	0.01
t109	0.004	0.015	0.014	0.027	0.002	0.046	0.02	0.02	0.061	0.052	0.006	0.006	0.002	0.004	0.094	0.009	0.008	0.006	0.04	0.042	0.139	0.016	0.044	0.182	0.002	0.04	0.048	0.018	0.029	0.004
t126	0.005	0.017	0.074	0.019	0.001	0.015	0.023	0.022	0.059	0.055	0.004	0.001	0.004	0.002	0.063	0.018	0.004	0.005	0.057	0.034	0.249	0.012	0.119	0.036	0.004	0.03	0.039	0.006	0.021	0.002
t72	0.002	0.014	0.027	0.014	0	0.007	0.01	0.02	0.095	0.024	0.003	0.001	0.001	0.003	0.078	0.005	0.003	0.004	0.08	0.026	0.307	0.01	0.056	0.161	0.001	0.013	0.026	0.002	0.003	0.004
t53	0.001	0.007	0.008	0.01	0	0.015	0.006	0.011	0.045	0.011	0.001	0.001	0	0.005	0.088	0	0.003	0.003	0.045	0.016	0.213	0.013	0.304	0.172	0	0.005	0.013	0.001	0.001	0.002
t165	0.001	0.006	0.008	0.01	0.003	0.009	0.002	0.002	0.034	0.004	0	0.001	0.001	0.002	0.028	0.001	0.003	0.002	0.007	0.012	0.015	0.02	0.034	0.765	0	0.006	0.019	0	0.002	0.003
t140	0.004	0.006	0.004	0.026	0.03	0.008	0.005	0.006	0.056	0.007	0	0.004	0.008	0.006	0.102	0	0.001	0.004	0.049	0.012	0.012	0.088	0.348	0.143	0	0.011	0.047	0.006	0.002	0.002
t35	0.007	0.015	0.012	0.012	0.003	0.012	0.009	0.005	0.007	0.02	0.003	0.01	0.117	0	0.008	0.149	0.016	0.003	0.003	0.026	0.009	0.007	0.004	0.006	0.005	0.055	0.051	0.001	0.42	0.005
t82	0.009	0.022	0.04	0.031	0.015	0.023	0.043	0.013	0.045	0.045	0.003	0.003	0.045	0.001	0.049	0.024	0.004	0.005	0.011	0.04	0.053	0.04	0.16	0.031	0.006	0.068	0.067	0.002	0.097	0.006
t51	0.01	0.013	0.069	0.03	0.126	0.007	0.022	0.013	0.059	0.023	0.002	0.003	0.06	0.001	0.06	0.014	0.002	0.005	0.03	0.021	0.015	0.074	0.18	0.015	0.007	0.028	0.082	0.003	0.025	0.002
t12	0.007	0.022	0.059	0.027	0.004	0.017	0.02	0.03	0.077	0.061	0.01	0.004	0.008	0.003	0.072	0.04	0.009	0.007	0.068	0.05	0.12	0.016	0.02	0.051	0.006	0.047	0.073	0.006	0.065	0.003
t71	0.006	0.013	0.035	0.027	0.005	0.017	0.008	0.022	0.071	0.031	0.006	0.009	0.011	0.004	0.047	0.086	0.013	0.006	0.134	0.037	0.023	0.016	0.013	0.112	0.004	0.038	0.097	0.047	0.057	0.005
t37	0.005	0.034	0.074	0.022	0.001	0.011	0.014	0.024	0.114	0.035	0.003	0.001	0.005	0.002	0.065	0.016	0.004	0.006	0.049	0.038	0.177	0.024	0.061	0.103	0.001	0.028	0.058	0.004	0.011	0.008
t81	0.009	0.015	0.011	0.017	0.003	0.005	0.035	0.017	0.029	0.063	0.015	0.006	0.018	0	0.025	0.09	0.006	0.004	0.02	0.032	0.048	0.007	0.006	0.002	0.017	0.069	0.047	0.001	0.382	0.003
t128	0.018	0.023	0.024	0.035	0.042	0.008	0.024	0.017	0.038	0.031	0.004	0.021	0.165	0.002	0.062	0.018	0.003	0.007	0.024	0.028	0.01	0.054	0.022	0.007	0.007	0.055	0.12	0.001	0.129	0.003
t185	0.016	0.032	0.092	0.022	0.002	0.018	0.031	0.026	0.029	0.07	0.009	0.005	0.048	0.001	0.043	0.058	0.005	0.006	0.028	0.039	0.073	0.02	0.031	0.004	0.01	0.063	0.078	0.004	0.132	0.002
t188	0.007	0.032	0.055	0.02	0	0.079	0.029	0.014	0.019	0.046	0.005	0.005	0.051	0.001	0.033	0.021	0.032	0.006	0.006	0.053	0.061	0.016	0.111	0.012	0.003	0.057	0.059	0.003	0.156	0.009
t76	0.017	0.018	0.018	0.024	0.031	0.008	0.023	0.015	0.017	0.029	0.006	0.022	0.21	0.001	0.032	0.046	0.005	0.005	0.014	0.024	0.005	0.028	0.012	0.001	0.016	0.047	0.094	0.001	0.231	0.001
t145	0.004	0.009	0.006	0.022	0.005	0.009	0.021	0.016	0.064	0.019	0.002	0.003	0.003	0.002	0.119	0.001	0.001	0.004	0.049	0.017	0.053	0.042	0.443	0.03	0.001	0.014	0.032	0.003	0.004	0.003
t174	0.008	0.027	0.088	0.024	0.002	0.02	0.012	0.023	0.058	0.051	0.008	0.004	0.01	0.003	0.043	0.085	0.01	0.006	0.051	0.05	0.073	0.013	0.006	0.083	0.003	0.054	0.082	0.007	0.088	0.004
t143	0.007	0.01	0.021	0.003	0	0.001	0.009	0.011	0.006	0.033	0.009	0.001	0.021	0	0.003	0.52	0.001	0.001	0.009	0.01	0.025	0.001	0	0	0.012	0.034	0.019	0.001	0.23	0.001
t105	0.013	0.03	0.188	0.018	0.001	0.005	0.025	0.033	0.048	0.058	0.014	0.003	0.027	0.001	0.041	0.074	0.004	0.006	0.05	0.036	0.071	0.013	0.009	0.003	0.008	0.044	0.07	0.001	0.104	0.002
t162	0.005	0.038	0.159	0.018	0.001	0.06	0.024	0.016	0.031	0.042	0.003	0.002	0.01	0.002	0.054	0.012	0.006	0.005	0.01	0.037	0.143	0.02	0.14	0.044	0.002	0.032	0.05	0.004	0.023	0.004
t64	0.009	0.043	0.071	0.013	0	0.028	0.051	0.027	0.022	0.065	0.01	0.002	0.019	0.001	0.036	0.016	0.009	0.006	0.01	0.042	0.206	0.011	0.126	0.002	0.002	0.04	0.036	0.001	0.09	0.008
t151	0.012	0.022	0.055	0.004	0	0.007	0.01	0.009	0.003	0.044	0.006	0.003	0.059	0	0.005	0.344	0.001	0.002	0.003	0.013	0.031	0.002	0	0	0.017	0.049	0.029	0.001	0.27	0
t24	0.005	0.005	0.009	0.024	0.535	0.001	0.01	0.008	0.076	0.008	0.001	0.003	0.011	0.001	0.064	0.005	0	0.003	0.043	0.01	0.004	0.059	0.011	0.024	0.003	0.012	0.052	0	0.008	0.001
t1	0.001	0.004	0.008	0.012	0.031	0.001	0.002	0.003	0.109	0.003	0	0	0.001	0.001	0.04	0.001	0	0.001	0.024	0.009	0.014	0.029	0.028	0.651	0	0.004	0.018	0	0.001	0.002
t95	0.003	0.02	0.018	0.014	0	0.011	0.021	0.023	0.065	0.045	0.008	0.001	0.001	0.001	0.058	0.007	0.009	0.005	0.041	0.041	0.421	0.008	0.078	0.022	0.001	0.023	0.027	0.001	0.018	0.007
t129	0.01	0.02	0.03	0.029	0.028	0.002	0.022	0.025	0.148	0.045	0.005	0.001	0.01	0.002	0.079	0.025	0.001	0.005	0.076	0.039	0.173	0.036	0.02	0.028	0.006	0.041	0.066	0	0.025	0.002
t171	0.014	0.062	0.127	0.011	0.002	0.002	0.019	0.027	0.046	0.044	0.007	0.002	0.016	0.001	0.022	0.244	0.001	0.004	0.017	0.027	0.114	0.012	0.001	0.007	0.002	0.042	0.057	0	0.067	0.005
t49	0.017	0.017	0.026	0.036	0.031	0.002	0.04	0.03	0.083	0.039	0.009	0.006	0.072	0.001	0.092	0.014	0.002	0.007	0.078	0.033	0.027	0.053	0.064	0.002	0.015	0.038	0.088	0	0.076	0.002
t6	0.001	0.003	0.002	0.015	0.013	0.007	0.001	0.004	0.044	0.003	0	0.003	0.001	0.008	0.06	0	0.001	0.002	0.06	0.008	0.007	0.035	0.041	0.642	0	0.005	0.027	0.003	0.001	0.001
t121	0	0.003	0.004	0.004	0	0.007	0.001	0.002	0.02	0.002	0	0	0	0.004	0.03	0	0.001	0.001	0.008	0.004	0.024	0.01	0.085	0.783	0	0.001	0.006	0.001	0	0.001
t199	0.003	0.024	0.013	0.022	0.004	0.012	0.013	0.012	0.088	0.017	0.001	0.001	0.004	0.003	0.093	0.002	0.002	0.005	0.014	0.03	0.127	0.052	0.106	0.285	0	0.017	0.037	0	0.004	0.007
