V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	0.024	0.01	0.017	0.013	0.021	0.043	0.001	0.294	0.006	0.026	0.001	0.008	0.01	0.166	0.005	0.012	0.071	0.025	0.026	0.003	0.001	0.039	0.009	0.009	0.01	0.02	0.086	0.004	0.028	0.011
t115	0.018	0.011	0	0.007	0	0	0.107	0	0.004	0.002	0.017	0.002	0.003	0	0.067	0.021	0	0.024	0.077	0.305	0.004	0	0.032	0	0	0	0	0.142	0.157	0
t116	0.028	0.012	0.015	0.015	0.017	0.038	0.001	0.237	0.008	0.027	0.001	0.009	0.013	0.158	0.006	0.014	0.102	0.027	0.023	0.003	0.001	0.029	0.011	0.012	0.008	0.017	0.117	0.004	0.035	0.009
t128	0.064	0.031	0.01	0.032	0.006	0.015	0.009	0.043	0.017	0.035	0.005	0.016	0.02	0.084	0.031	0.041	0.043	0.07	0.098	0.029	0.004	0.017	0.039	0.008	0.009	0.012	0.037	0.033	0.137	0.006
t7	0.055	0.027	0.004	0.025	0.001	0.004	0.023	0.007	0.012	0.02	0.007	0.012	0.01	0.027	0.046	0.043	0.008	0.07	0.188	0.072	0.007	0.007	0.044	0.002	0.006	0.005	0.006	0.092	0.168	0.002
t108	0.05	0.023	0.014	0.026	0.012	0.027	0.003	0.116	0.014	0.036	0.003	0.014	0.019	0.134	0.016	0.029	0.073	0.051	0.059	0.012	0.002	0.026	0.025	0.011	0.01	0.017	0.075	0.015	0.081	0.009
t121	0.048	0.022	0.015	0.026	0.012	0.029	0.003	0.127	0.013	0.036	0.002	0.014	0.017	0.139	0.015	0.027	0.069	0.049	0.057	0.01	0.002	0.028	0.024	0.011	0.011	0.018	0.074	0.014	0.079	0.009
t106	0.052	0.024	0.014	0.028	0.011	0.026	0.004	0.105	0.014	0.037	0.003	0.014	0.017	0.129	0.019	0.031	0.056	0.056	0.073	0.013	0.003	0.028	0.027	0.009	0.012	0.017	0.058	0.019	0.091	0.009
t97	0.06	0.028	0.012	0.031	0.008	0.02	0.006	0.069	0.016	0.037	0.004	0.015	0.019	0.108	0.024	0.036	0.054	0.061	0.082	0.019	0.003	0.02	0.033	0.009	0.01	0.015	0.054	0.023	0.115	0.007
t80	0.059	0.028	0.012	0.03	0.008	0.019	0.007	0.063	0.014	0.036	0.004	0.016	0.017	0.101	0.026	0.038	0.037	0.066	0.106	0.022	0.004	0.024	0.034	0.007	0.012	0.015	0.037	0.032	0.119	0.008
