V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.028	0.032	-0.041	0.023	-0.07	-0.064	0.097	-0.1	0.024	-0.002	0.071	0.014	0.013	-0.046	0.065	0.039	-0.045	0.031	0.049	0.093	0.055	-0.049	0.047	-0.03	-0.014	-0.034	-0.06	0.079	0.053	-0.04	0.028
2	0.032	0.036	-0.047	0.026	-0.08	-0.073	0.111	-0.114	0.028	-0.002	0.082	0.016	0.014	-0.053	0.074	0.044	-0.052	0.036	0.056	0.106	0.063	-0.056	0.054	-0.034	-0.017	-0.039	-0.068	0.09	0.061	-0.046	0.032
3	-0.041	-0.047	0.06	-0.033	0.103	0.093	-0.142	0.146	-0.036	0.003	-0.105	-0.021	-0.019	0.067	-0.095	-0.057	0.066	-0.046	-0.071	-0.136	-0.08	0.072	-0.069	0.044	0.021	0.051	0.087	-0.115	-0.078	0.059	-0.041
4	0.023	0.026	-0.033	0.018	-0.057	-0.052	0.079	-0.081	0.02	-0.002	0.058	0.012	0.01	-0.037	0.053	0.031	-0.037	0.025	0.04	0.075	0.045	-0.04	0.038	-0.024	-0.012	-0.028	-0.049	0.064	0.043	-0.033	0.023
5	-0.07	-0.08	0.103	-0.057	0.178	0.161	-0.244	0.252	-0.061	0.005	-0.18	-0.036	-0.032	0.116	-0.164	-0.098	0.115	-0.079	-0.124	-0.235	-0.139	0.123	-0.118	0.076	0.036	0.087	0.151	-0.199	-0.134	0.101	-0.071
6	-0.064	-0.073	0.093	-0.052	0.161	0.146	-0.222	0.229	-0.055	0.004	-0.163	-0.033	-0.029	0.105	-0.149	-0.089	0.104	-0.072	-0.112	-0.213	-0.126	0.112	-0.107	0.069	0.033	0.079	0.137	-0.181	-0.122	0.092	-0.064
7	0.097	0.111	-0.142	0.079	-0.244	-0.222	0.337	-0.347	0.084	-0.007	0.248	0.05	0.043	-0.16	0.226	0.135	-0.159	0.109	0.171	0.324	0.192	-0.169	0.163	-0.106	-0.049	-0.12	-0.21	0.275	0.185	-0.139	0.097
8	-0.1	-0.114	0.146	-0.081	0.252	0.229	-0.347	0.358	-0.087	0.007	-0.256	-0.051	-0.045	0.165	-0.233	-0.139	0.164	-0.113	-0.176	-0.334	-0.197	0.175	-0.168	0.109	0.051	0.124	0.215	-0.283	-0.191	0.144	-0.1
9	0.024	0.028	-0.036	0.02	-0.061	-0.055	0.084	-0.087	0.021	-0.002	0.062	0.012	0.011	-0.04	0.056	0.034	-0.039	0.027	0.042	0.081	0.047	-0.043	0.041	-0.026	-0.013	-0.03	-0.051	0.068	0.046	-0.035	0.024
10	-0.002	-0.002	0.003	-0.002	0.005	0.004	-0.007	0.007	-0.002	0	-0.005	-0.001	-0.001	0.003	-0.005	-0.003	0.003	-0.002	-0.003	-0.007	-0.004	0.003	-0.003	0.002	0.001	0.002	0.004	-0.006	-0.004	0.003	-0.002
