feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t111	0.059	-1.151	0.1	2.164	0.843	-0.281	-0.407	0.162	-0.269	0.248	-0.066	0.657	-0.294	0.809	-0.619	0.725	-0.902	-1.743	-0.348	-0.216	-1.243	0.234	-0.558	-1.501	-0.562	2.708	1.297	-1.5	-0.36	1.996
t103	0.449	-0.932	0.237	1.345	1.152	0.288	-0.992	0.91	-0.827	0.903	-0.383	0.712	-0.22	0.822	-0.416	-0.13	-0.77	-2.408	0.139	0.284	-2.056	0.59	-0.39	-1.318	-0.384	2.874	0.623	-1.263	-0.041	1.188
t55	0.436	-0.93	0.245	1.364	1.149	0.282	-0.98	0.898	-0.804	0.898	-0.368	0.699	-0.213	0.83	-0.412	-0.105	-0.764	-2.385	0.139	0.281	-2.044	0.546	-0.386	-1.309	-0.38	3.063	0.636	-1.563	-0.048	1.214
t43	0.341	-0.983	0.209	1.546	1.076	0.149	-0.851	0.724	-0.679	0.73	-0.298	0.678	-0.233	0.824	-0.462	0.085	-0.798	-2.236	0.025	0.163	-1.864	0.45	-0.428	-1.352	-0.424	3.03	0.784	-1.488	-0.126	1.395
t78	0.103	-1.119	0.126	2.082	0.879	-0.212	-0.461	0.25	-0.321	0.363	-0.093	0.668	-0.277	0.818	-0.588	0.641	-0.879	-1.809	-0.286	-0.154	-1.328	0.271	-0.531	-1.472	-0.534	2.848	1.231	-1.831	-0.317	1.916
t81	0.309	-1.004	0.199	1.657	1.04	0.085	-0.764	0.641	-0.611	0.707	-0.257	0.7	-0.238	0.826	-0.482	0.197	-0.81	-2.154	-0.032	0.108	-1.75	0.46	-0.443	-1.376	-0.441	2.929	0.882	-1.741	-0.149	1.496
t136	-0.097	-1.238	0.046	2.492	0.721	-0.509	-0.174	-0.137	-0.044	-0.023	0.062	0.631	-0.323	0.805	-0.7	1.07	-0.955	-1.476	-0.542	-0.417	-0.917	0.086	-0.624	-1.573	-0.634	2.652	1.566	-1.592	-0.49	2.32
t117	0.279	-1.016	0.191	1.679	1.028	0.06	-0.757	0.605	-0.586	0.627	-0.244	0.666	-0.242	0.825	-0.491	0.226	-0.816	-2.126	-0.05	0.085	-1.734	0.385	-0.452	-1.378	-0.45	3.052	0.893	-1.621	-0.177	1.528
t80	0.743	-0.745	0.368	0.698	1.4	0.751	-1.456	1.509	-1.244	1.445	-0.616	0.726	-0.143	0.849	-0.238	-0.794	-0.647	-2.915	0.546	0.695	-2.714	0.781	-0.242	-1.144	-0.226	3.461	0.085	-1.722	0.21	0.568
t171	0.404	-0.945	0.237	1.428	1.125	0.239	-0.934	0.841	-0.758	0.853	-0.341	0.692	-0.217	0.831	-0.426	-0.037	-0.772	-2.332	0.104	0.244	-1.982	0.508	-0.397	-1.319	-0.392	3.107	0.688	-1.672	-0.072	1.279
t110	0.048	-1.158	0.096	2.195	0.832	-0.3	-0.382	0.137	-0.25	0.241	-0.055	0.663	-0.296	0.809	-0.626	0.756	-0.907	-1.721	-0.366	-0.233	-1.211	0.237	-0.563	-1.509	-0.568	2.672	1.324	-1.538	-0.367	2.024
t89	0.723	-0.761	0.356	0.754	1.379	0.712	-1.414	1.459	-1.212	1.41	-0.598	0.734	-0.151	0.846	-0.254	-0.739	-0.659	-2.875	0.51	0.66	-2.655	0.785	-0.255	-1.162	-0.24	3.352	0.134	-1.669	0.192	0.618
t35	0.179	-1.079	0.148	1.903	0.942	-0.098	-0.594	0.401	-0.442	0.458	-0.164	0.667	-0.267	0.816	-0.551	0.455	-0.857	-1.952	-0.189	-0.054	-1.506	0.328	-0.502	-1.437	-0.503	2.85	1.08	-1.526	-0.259	1.742
t11	0.187	-1.077	0.148	1.899	0.945	-0.093	-0.595	0.408	-0.449	0.476	-0.167	0.677	-0.267	0.816	-0.55	0.449	-0.857	-1.959	-0.187	-0.051	-1.507	0.352	-0.501	-1.439	-0.502	2.79	1.079	-1.523	-0.253	1.734
