V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t111	0.009	0.003	0.012	0.269	0.02	0.005	0.016	0.006	0.017	0.007	0.016	0.023	0.008	0.027	0.005	0.066	0.004	0.004	0.005	0.006	0.009	0.011	0.006	0.002	0.006	0.109	0.096	0.004	0.006	0.222
t103	0.038	0.008	0.025	0.041	0.071	0.035	0.005	0.074	0.005	0.067	0.01	0.04	0.015	0.042	0.014	0.009	0.009	0.001	0.029	0.034	0.001	0.045	0.014	0.005	0.014	0.258	0.022	0.011	0.022	0.035
t55	0.03	0.007	0.021	0.034	0.058	0.029	0.004	0.061	0.005	0.056	0.008	0.031	0.013	0.035	0.011	0.008	0.008	0.001	0.024	0.028	0.001	0.032	0.011	0.005	0.012	0.399	0.018	0.003	0.018	0.03
t43	0.027	0.007	0.02	0.037	0.055	0.026	0.004	0.053	0.005	0.048	0.009	0.029	0.012	0.034	0.011	0.009	0.007	0.001	0.022	0.025	0.001	0.028	0.011	0.004	0.011	0.428	0.019	0.004	0.016	0.033
t78	0.009	0.003	0.012	0.247	0.021	0.005	0.015	0.007	0.016	0.009	0.016	0.023	0.008	0.027	0.005	0.061	0.004	0.004	0.005	0.006	0.008	0.011	0.006	0.002	0.006	0.16	0.09	0.001	0.006	0.205
t81	0.023	0.006	0.022	0.11	0.048	0.018	0.009	0.03	0.011	0.035	0.015	0.037	0.014	0.041	0.011	0.026	0.008	0.002	0.016	0.018	0.004	0.029	0.011	0.004	0.011	0.28	0.05	0.002	0.015	0.092
t136	0.006	0.002	0.009	0.282	0.016	0.004	0.015	0.004	0.017	0.005	0.015	0.018	0.007	0.023	0.004	0.071	0.004	0.005	0.004	0.004	0.009	0.008	0.005	0.002	0.005	0.118	0.096	0.002	0.005	0.235
t117	0.025	0.006	0.019	0.035	0.05	0.024	0.004	0.048	0.005	0.043	0.008	0.027	0.012	0.032	0.01	0.008	0.007	0.001	0.02	0.023	0.001	0.025	0.01	0.004	0.01	0.478	0.018	0.003	0.015	0.031
t80	0.026	0.006	0.017	0.016	0.049	0.029	0.002	0.065	0.003	0.059	0.005	0.022	0.01	0.025	0.009	0.003	0.006	0	0.023	0.026	0.001	0.025	0.009	0.004	0.009	0.513	0.009	0.001	0.015	0.014
t171	0.028	0.006	0.017	0.014	0.053	0.032	0.002	0.076	0.002	0.067	0.005	0.023	0.01	0.026	0.01	0.003	0.006	0	0.025	0.029	0	0.028	0.009	0.004	0.01	0.477	0.008	0.002	0.016	0.012
t110	0.008	0.003	0.011	0.279	0.019	0.004	0.016	0.006	0.017	0.007	0.016	0.023	0.008	0.026	0.005	0.068	0.004	0.005	0.005	0.005	0.009	0.011	0.005	0.002	0.005	0.097	0.099	0.003	0.006	0.228
t89	0.033	0.006	0.015	0.005	0.056	0.044	0.001	0.124	0.001	0.105	0.003	0.019	0.008	0.02	0.009	0.001	0.005	0	0.032	0.037	0	0.032	0.009	0.004	0.009	0.396	0.003	0.002	0.017	0.004
t35	0.006	0.002	0.009	0.294	0.014	0.003	0.016	0.004	0.017	0.005	0.015	0.017	0.007	0.022	0.004	0.073	0.003	0.005	0.003	0.004	0.01	0.007	0.004	0.002	0.004	0.102	0.099	0.002	0.004	0.244
t11	0.015	0.005	0.017	0.194	0.033	0.01	0.014	0.014	0.015	0.016	0.017	0.031	0.012	0.036	0.008	0.046	0.006	0.004	0.009	0.011	0.006	0.019	0.009	0.003	0.009	0.188	0.077	0.004	0.01	0.162
t8	0.037	0.007	0.02	0.013	0.066	0.043	0.002	0.106	0.002	0.088	0.005	0.027	0.011	0.029	0.012	0.003	0.007	0	0.032	0.038	0	0.039	0.011	0.005	0.012	0.341	0.008	0.004	0.02	0.011
t16	0.028	0.007	0.022	0.054	0.055	0.025	0.005	0.047	0.007	0.046	0.011	0.033	0.013	0.038	0.011	0.012	0.008	0.001	0.021	0.024	0.002	0.03	0.012	0.005	0.012	0.378	0.027	0.003	0.017	0.046
t176	0.028	0.004	0.008	0	0.041	0.056	0	0.225	0	0.152	0.001	0.008	0.004	0.008	0.006	0	0.003	0	0.034	0.041	0	0.023	0.005	0.002	0.005	0.332	0	0.001	0.013	0
t28	0.022	0.006	0.02	0.087	0.046	0.017	0.008	0.03	0.009	0.03	0.013	0.031	0.013	0.037	0.01	0.02	0.007	0.002	0.016	0.018	0.003	0.023	0.01	0.004	0.01	0.376	0.039	0.004	0.014	0.075
t137	0.012	0.004	0.015	0.195	0.028	0.008	0.013	0.011	0.015	0.013	0.016	0.026	0.01	0.032	0.007	0.047	0.005	0.004	0.008	0.009	0.006	0.014	0.007	0.003	0.007	0.232	0.076	0.003	0.008	0.165
t91	0.028	0.003	0.007	0	0.04	0.061	0	0.273	0	0.169	0	0.007	0.003	0.007	0.005	0	0.002	0	0.036	0.044	0	0.023	0.004	0.002	0.005	0.267	0	0.001	0.012	0
t75	0.03	0.006	0.017	0.01	0.054	0.035	0.001	0.088	0.002	0.074	0.004	0.021	0.009	0.024	0.01	0.002	0.006	0	0.027	0.032	0	0.028	0.009	0.004	0.009	0.464	0.006	0.002	0.016	0.009
t6	0.019	0.006	0.02	0.137	0.042	0.014	0.011	0.023	0.012	0.025	0.016	0.034	0.013	0.039	0.01	0.032	0.007	0.003	0.013	0.015	0.005	0.023	0.01	0.004	0.01	0.265	0.059	0.004	0.013	0.116
t122	0.031	0.005	0.013	0.003	0.052	0.045	0.001	0.135	0.001	0.104	0.002	0.015	0.007	0.017	0.008	0.001	0.005	0	0.031	0.037	0	0.028	0.008	0.003	0.008	0.421	0.002	0.001	0.016	0.003
t130	0.024	0.006	0.019	0.049	0.049	0.022	0.005	0.041	0.006	0.038	0.01	0.028	0.012	0.034	0.01	0.011	0.007	0.001	0.019	0.021	0.002	0.024	0.01	0.004	0.01	0.453	0.024	0.003	0.015	0.043
t148	0.017	0.005	0.018	0.161	0.037	0.012	0.012	0.018	0.014	0.02	0.016	0.032	0.012	0.037	0.009	0.038	0.007	0.003	0.011	0.012	0.005	0.02	0.009	0.004	0.009	0.247	0.066	0.003	0.011	0.136
t196	0.033	0.006	0.017	0.007	0.058	0.042	0.001	0.113	0.001	0.091	0.004	0.021	0.009	0.023	0.01	0.002	0.006	0	0.031	0.037	0	0.033	0.009	0.004	0.01	0.401	0.005	0.002	0.018	0.006
t119	0.033	0.006	0.015	0.005	0.056	0.044	0.001	0.123	0.001	0.099	0.003	0.019	0.008	0.02	0.009	0.001	0.006	0	0.032	0.037	0	0.031	0.009	0.004	0.009	0.402	0.003	0.002	0.017	0.004
t31	0.005	0.002	0.008	0.297	0.013	0.003	0.016	0.003	0.017	0.004	0.014	0.016	0.006	0.02	0.004	0.075	0.003	0.005	0.003	0.003	0.01	0.006	0.004	0.002	0.004	0.105	0.098	0.002	0.004	0.247
t9	0.016	0.005	0.017	0.128	0.035	0.012	0.01	0.018	0.012	0.019	0.014	0.028	0.011	0.034	0.008	0.031	0.006	0.003	0.011	0.012	0.004	0.017	0.009	0.003	0.009	0.353	0.053	0.002	0.01	0.11
t152	0.028	0.007	0.021	0.041	0.056	0.027	0.004	0.053	0.005	0.053	0.009	0.032	0.013	0.036	0.011	0.009	0.008	0.001	0.022	0.026	0.001	0.031	0.011	0.005	0.011	0.401	0.021	0.003	0.017	0.036
t162	0.017	0.005	0.018	0.151	0.038	0.012	0.011	0.019	0.013	0.021	0.016	0.032	0.012	0.038	0.009	0.036	0.007	0.003	0.012	0.013	0.005	0.02	0.01	0.004	0.009	0.261	0.063	0.004	0.012	0.128
t144	0.031	0.006	0.018	0.011	0.057	0.036	0.002	0.09	0.002	0.076	0.005	0.023	0.01	0.026	0.01	0.002	0.006	0	0.028	0.033	0	0.031	0.01	0.004	0.01	0.438	0.007	0.002	0.017	0.01
t32	0.029	0.007	0.02	0.029	0.056	0.029	0.003	0.062	0.004	0.06	0.008	0.029	0.012	0.032	0.011	0.006	0.007	0.001	0.024	0.027	0.001	0.031	0.011	0.004	0.011	0.427	0.016	0.002	0.017	0.025
t92	0.025	0.006	0.021	0.065	0.051	0.021	0.006	0.039	0.007	0.042	0.011	0.033	0.013	0.037	0.011	0.015	0.008	0.002	0.018	0.021	0.002	0.028	0.011	0.004	0.011	0.386	0.031	0.002	0.015	0.056
t113	0.01	0.003	0.013	0.238	0.023	0.006	0.015	0.008	0.017	0.01	0.016	0.025	0.009	0.029	0.006	0.058	0.005	0.004	0.006	0.007	0.008	0.012	0.007	0.003	0.006	0.16	0.088	0.003	0.007	0.198
t3	0.015	0.005	0.017	0.166	0.035	0.011	0.012	0.016	0.014	0.017	0.016	0.03	0.012	0.036	0.008	0.04	0.006	0.003	0.01	0.011	0.005	0.018	0.009	0.003	0.009	0.255	0.067	0.004	0.01	0.141
