V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t199	0.023	0.003	0.005	0.023	0.003	0.001	0.004	0.145	0.047	0.007	0.031	0.005	0.046	0.005	0.037	0.409	0.045	0.001	0.014	0.012	0.009	0.036	0.003	0.013	0.005	0.015	0.012	0.01	0.027	0.002
t85	0.01	0.035	0.001	0.009	0.001	0.011	0.001	0.031	0.207	0.003	0.019	0.004	0.008	0	0.012	0.492	0.024	0	0.001	0.005	0.079	0.013	0	0.01	0.001	0.005	0.007	0.001	0.008	0.002
t147	0.036	0.052	0.012	0.042	0.017	0.023	0.005	0.043	0.022	0.03	0.051	0.017	0.039	0.013	0.057	0.15	0.06	0.003	0.006	0.032	0.019	0.044	0.018	0.025	0.032	0.063	0.014	0.024	0.016	0.036
t39	0.031	0.082	0.011	0.038	0.015	0.106	0.004	0.043	0.013	0.031	0.045	0.012	0.038	0.026	0.05	0.109	0.047	0.002	0.008	0.015	0.025	0.033	0.015	0.025	0.023	0.061	0.013	0.03	0.01	0.038
t3	0.019	0.012	0.012	0.023	0.015	0.096	0.002	0.031	0.002	0.047	0.013	0.006	0.018	0.007	0.029	0.023	0.045	0.002	0.003	0.012	0.008	0.022	0.022	0.012	0.07	0.349	0.008	0.064	0.005	0.025
t88	0.025	0.132	0.007	0.031	0.005	0.046	0.003	0.055	0.05	0.016	0.037	0.01	0.03	0.009	0.04	0.239	0.043	0.002	0.009	0.01	0.043	0.029	0.005	0.025	0.008	0.026	0.014	0.017	0.011	0.026
t70	0.019	0.029	0.011	0.023	0.012	0.259	0.002	0.06	0.002	0.035	0.017	0.004	0.022	0.01	0.028	0.021	0.04	0.002	0.005	0.01	0.006	0.018	0.028	0.018	0.06	0.16	0.007	0.049	0.004	0.04
t187	0.02	0.15	0.008	0.027	0.016	0.173	0.002	0.008	0.005	0.022	0.052	0.014	0.024	0.094	0.036	0.038	0.018	0.001	0.005	0.01	0.014	0.019	0.017	0.022	0.015	0.02	0.006	0.014	0.005	0.146
t7	0.011	0.01	0.009	0.016	0.018	0.005	0.002	0.005	0	0.039	0.004	0.007	0.008	0.002	0.018	0.01	0.037	0.003	0.001	0.017	0.004	0.013	0.022	0.003	0.105	0.545	0.004	0.073	0.002	0.008
t142	0.011	0.025	0.001	0.014	0.003	0.015	0.002	0.008	0.139	0.001	0.07	0.004	0.026	0.011	0.022	0.56	0.007	0	0.005	0.005	0.024	0.015	0	0.004	0	0	0.005	0.001	0.017	0.003
t49	0.025	0.051	0.008	0.027	0.005	0.023	0.003	0.067	0.024	0.029	0.016	0.01	0.019	0.001	0.034	0.175	0.083	0.003	0.003	0.019	0.034	0.029	0.008	0.017	0.03	0.185	0.015	0.034	0.009	0.012
t28	0.021	0.006	0.004	0.02	0.002	0.005	0.003	0.067	0.122	0.009	0.031	0.01	0.033	0.005	0.032	0.433	0.037	0.001	0.006	0.013	0.016	0.033	0.002	0.019	0.004	0.019	0.011	0.007	0.02	0.008
t119	0.009	0.028	0.001	0.009	0.001	0.001	0.002	0.013	0.22	0.001	0.055	0.005	0.015	0.006	0.015	0.553	0.007	0	0.004	0.005	0.01	0.012	0	0.009	0	0	0.004	0	0.013	0.003
t114	0.021	0.061	0.008	0.026	0.011	0.355	0.002	0.029	0.011	0.02	0.025	0.006	0.018	0.003	0.031	0.087	0.046	0.002	0.002	0.009	0.047	0.024	0.007	0.013	0.015	0.06	0.011	0.027	0.007	0.018
t121	0.024	0.05	0.01	0.027	0.005	0.014	0.003	0.083	0.009	0.033	0.015	0.008	0.025	0.006	0.034	0.086	0.075	0.003	0.003	0.016	0.015	0.024	0.015	0.044	0.049	0.236	0.011	0.041	0.008	0.027
