V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.075	0.108	-0.017	0.009	0.058	0.008	0.051	-0.024	0.002	0.004	-0.039	0.011	0.004	-0.029	0.062	0.032	0.001	-0.011	0.01	-0.012	0.017	-0.038	0.037	-0.064	0.009	-0.008	0.028	-0.002	-0.044	0.056	-0.048
2	0.108	0.502	-0.045	0.001	0.268	0.05	0.164	0.02	0.004	-0.022	-0.059	0.094	0.077	-0.204	0.109	0.092	0.017	-0.001	-0.124	-0.053	0.06	-0.015	0.092	-0.204	0.017	0.025	0.088	0.011	-0.137	0.148	-0.091
3	-0.017	-0.045	0.01	-0.004	-0.033	0.001	-0.02	0.012	-0.002	0.008	0.013	-0.01	0	0.014	-0.013	-0.016	-0.001	0	0.007	0.003	-0.012	0.005	-0.025	0.024	-0.004	-0.005	-0.012	0.002	0.008	-0.023	0.013
4	0.009	0.001	-0.004	0.044	0.03	0.019	0.03	-0.049	-0.005	-0.05	-0.014	0.032	-0.031	0.024	-0.067	0.025	-0.005	-0.019	-0.019	0.01	0.026	0.022	0.026	-0.013	-0.014	0.007	-0.011	-0.005	-0.037	0.045	0.018
5	0.058	0.268	-0.033	0.03	0.21	-0.004	0.11	-0.032	-0.004	-0.08	-0.055	0.08	-0.01	-0.067	-0.012	0.065	0.005	-0.005	-0.085	-0.012	0.072	-0.011	0.081	-0.132	-0.001	0.043	0.043	0.002	-0.067	0.138	-0.057
6	0.008	0.05	0.001	0.019	-0.004	0.12	0.031	-0.047	0.006	-0.012	0.012	0.007	0.025	-0.029	0.05	0.02	0	-0.033	-0.035	-0.005	-0.014	0.102	-0.009	0.005	-0.013	-0.022	0.015	-0.002	-0.081	-0.008	0.009
7	0.051	0.164	-0.02	0.03	0.11	0.031	0.085	-0.04	-0.001	-0.047	-0.043	0.048	0.001	-0.061	-0.014	0.055	0.001	-0.037	-0.045	-0.006	0.028	-0.01	0.062	-0.095	-0.005	0.009	0.033	-0.004	-0.069	0.09	-0.004
8	-0.024	0.02	0.012	-0.049	-0.032	-0.047	-0.04	0.124	-0.007	0.025	0.025	-0.025	0.045	-0.02	0.022	-0.027	0.006	0.03	0.015	-0.02	-0.021	-0.031	-0.047	0.032	0.014	-0.011	-0.007	0.019	0.06	-0.053	0.05
9	0.002	0.004	-0.002	-0.005	-0.004	0.006	-0.001	-0.007	0.005	0.022	0.002	-0.003	0.007	-0.013	0.021	-0.003	0.001	0.005	0	-0.002	-0.005	-0.001	0.003	-0.004	0.003	0	0.005	-0.003	-0.006	-0.006	-0.022
10	0.004	-0.022	0.008	-0.05	-0.08	-0.012	-0.047	0.025	0.022	0.193	0.034	-0.035	0.057	-0.071	0.121	-0.05	0.009	0.059	0.03	-0.019	-0.045	-0.062	-0.028	0.002	0.027	-0.013	-0.002	-0.011	-0.014	-0.077	-0.138
