V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t52	0.025	0.031	0.005	0.023	0.005	0.242	0.025	0.006	0.006	0.005	0.004	0.008	0.051	0.022	0.463	0.001	0.001	0.002	0.004	0.008	0.001	0.014	0.007	0.008	0.001	0.003	0.019	0.009	0.002	0.003
t79	0.046	0.054	0.009	0.054	0.012	0.13	0.055	0.015	0.013	0.014	0.008	0.025	0.122	0.03	0.161	0.004	0.002	0.007	0.008	0.02	0.003	0.012	0.083	0.01	0.003	0.01	0.046	0.017	0.02	0.006
t48	0.075	0.003	0.017	0.208	0.007	0.084	0.059	0.004	0.015	0.039	0.006	0.038	0.028	0.18	0.019	0.003	0.002	0.005	0.022	0.051	0.004	0.002	0.049	0.008	0.002	0.013	0.018	0.014	0.006	0.018
t75	0.106	0.105	0.007	0.07	0.01	0.073	0.037	0.02	0.008	0.029	0.01	0.034	0.121	0.05	0.143	0.003	0.002	0.028	0.006	0.008	0.006	0.014	0.051	0.015	0.002	0.006	0.013	0.014	0.007	0.004
t91	0.084	0.058	0.008	0.078	0.048	0.018	0.105	0.053	0.006	0	0.002	0.027	0.032	0.13	0.006	0.008	0.002	0.002	0.017	0.027	0.005	0.001	0.093	0.004	0.002	0.009	0.042	0.024	0.072	0.039
t101	0.015	0.002	0.017	0.037	0.004	0.031	0.014	0.112	0.008	0.003	0.012	0.013	0.059	0.306	0.016	0.002	0.002	0.005	0.018	0.031	0.002	0.005	0.014	0.054	0.002	0.01	0.02	0.026	0.155	0.003
t87	0.028	0.095	0.012	0.034	0.024	0.046	0.057	0.2	0.01	0.002	0.005	0.021	0.135	0.036	0.037	0.005	0.002	0.003	0.012	0.021	0.003	0.002	0.042	0.01	0.002	0.01	0.05	0.029	0.056	0.01
t73	0.04	0.001	0.012	0.024	0.001	0.021	0.007	0.067	0.011	0.135	0.015	0.008	0.118	0.11	0.187	0.001	0.002	0.023	0.047	0.014	0.002	0.002	0.016	0.052	0.003	0.005	0.011	0.016	0.047	0.001
t80	0.095	0.22	0.006	0.051	0.067	0.035	0.075	0.011	0.008	0.005	0.004	0.03	0.044	0.054	0.115	0.003	0.002	0.009	0.005	0.014	0.007	0.004	0.049	0.003	0.002	0.011	0.027	0.015	0.01	0.019
t115	0.015	0.002	0.008	0.042	0.007	0.014	0.011	0.036	0.005	0.001	0.006	0.013	0.018	0.6	0.014	0.001	0.001	0.009	0.012	0.018	0.004	0.007	0.012	0.046	0.001	0.009	0.009	0.016	0.06	0.004
t109	0.024	0.002	0.007	0.039	0.008	0.007	0.011	0.016	0.006	0.002	0.004	0.011	0.013	0.605	0.029	0.001	0.001	0.009	0.016	0.021	0.005	0.003	0.016	0.023	0.001	0.012	0.011	0.014	0.075	0.005
t5	0.019	0.018	0.009	0.082	0.006	0.381	0.037	0.019	0.006	0.001	0.01	0.02	0.065	0.111	0.019	0.004	0.001	0.002	0.003	0.014	0.003	0.073	0.017	0.035	0.001	0.004	0.012	0.016	0.007	0.004
t190	0.05	0.031	0.007	0.055	0.005	0.17	0.052	0.006	0.014	0.057	0.007	0.023	0.139	0.009	0.118	0.004	0.002	0.006	0.007	0.015	0.002	0.005	0.149	0.005	0.002	0.007	0.035	0.009	0.006	0.005
t136	0.005	0	0.008	0.037	0.001	0.082	0.006	0.014	0.004	0.001	0.006	0.006	0.013	0.625	0.017	0.001	0.001	0.002	0.008	0.016	0.002	0.015	0.003	0.091	0.001	0.004	0.006	0.011	0.014	0.001
t184	0.046	0.031	0.009	0.056	0.008	0.069	0.021	0.05	0.008	0.01	0.012	0.027	0.083	0.191	0.18	0.002	0.002	0.03	0.008	0.011	0.007	0.02	0.015	0.049	0.002	0.008	0.011	0.021	0.01	0.004
t11	0.042	0.019	0.008	0.061	0.01	0.051	0.022	0.041	0.007	0.002	0.008	0.02	0.046	0.332	0.11	0.003	0.001	0.015	0.011	0.013	0.008	0.021	0.022	0.053	0.002	0.008	0.014	0.02	0.025	0.005
t111	0.007	0	0.013	0.11	0.002	0.188	0.015	0.003	0.013	0.01	0.017	0.02	0.037	0.218	0.01	0.003	0.002	0.005	0.009	0.046	0.002	0.045	0.06	0.082	0.002	0.012	0.016	0.011	0.037	0.002
t132	0.017	0.023	0.011	0.097	0.009	0.429	0.061	0.024	0.007	0.001	0.006	0.023	0.064	0.059	0.01	0.005	0.001	0.001	0.005	0.02	0.002	0.026	0.023	0.021	0.001	0.005	0.02	0.017	0.006	0.008
t182	0.011	0.003	0.019	0.063	0.012	0.097	0.031	0.052	0.01	0.001	0.009	0.016	0.036	0.351	0.011	0.003	0.002	0.002	0.012	0.049	0.003	0.011	0.013	0.046	0.001	0.013	0.028	0.028	0.059	0.008
t49	0.045	0.006	0.015	0.059	0.005	0.147	0.043	0.052	0.011	0.002	0.006	0.011	0.074	0.164	0.057	0.004	0.002	0.001	0.04	0.036	0.002	0.004	0.037	0.031	0.002	0.007	0.05	0.026	0.053	0.008
t105	0.038	0.024	0.01	0.131	0.029	0.029	0.046	0.029	0.007	0.002	0.006	0.048	0.029	0.356	0.013	0.004	0.002	0.011	0.008	0.022	0.012	0.01	0.029	0.019	0.002	0.014	0.011	0.023	0.016	0.018
t102	0.009	0.001	0.009	0.071	0.002	0.143	0.014	0.023	0.004	0	0.009	0.012	0.028	0.439	0.003	0.002	0.001	0.002	0.005	0.016	0.002	0.061	0.008	0.09	0.001	0.003	0.006	0.015	0.019	0.002
t38	0.051	0.01	0.016	0.1	0.009	0.073	0.038	0.012	0.018	0.074	0.016	0.041	0.081	0.12	0.092	0.002	0.003	0.026	0.012	0.033	0.006	0.009	0.05	0.02	0.003	0.019	0.021	0.02	0.017	0.007
t116	0.014	0.119	0.004	0.008	0.015	0.066	0.015	0.031	0.004	0.001	0.004	0.005	0.051	0.038	0.521	0.001	0.001	0.004	0.002	0.006	0.002	0.025	0.003	0.01	0.001	0.004	0.021	0.014	0.011	0.002
t176	0.097	0.017	0.014	0.135	0.012	0.072	0.047	0.012	0.014	0.045	0.009	0.042	0.052	0.17	0.079	0.003	0.002	0.016	0.016	0.027	0.006	0.003	0.03	0.014	0.002	0.014	0.015	0.018	0.005	0.013
t185	0.131	0.048	0.009	0.134	0.051	0.023	0.098	0.007	0.01	0.01	0.004	0.067	0.028	0.097	0.013	0.004	0.002	0.008	0.009	0.027	0.007	0.001	0.107	0.003	0.002	0.017	0.023	0.014	0.009	0.037
t187	0.035	0.006	0.009	0.093	0.007	0.098	0.026	0.013	0.006	0.002	0.007	0.021	0.023	0.47	0.031	0.002	0.001	0.006	0.008	0.017	0.005	0.023	0.009	0.038	0.001	0.006	0.008	0.016	0.006	0.006
t36	0.086	0.089	0.006	0.058	0.062	0.036	0.116	0.014	0.01	0.002	0.002	0.029	0.046	0.04	0.033	0.007	0.002	0.003	0.011	0.023	0.005	0.002	0.171	0.003	0.002	0.012	0.06	0.016	0.028	0.028
t4	0.049	0.117	0.002	0.05	0.175	0.003	0.102	0.005	0.004	0	0.001	0.048	0.01	0.018	0.001	0.004	0.001	0.002	0.002	0.011	0.007	0	0.276	0	0.001	0.012	0.017	0.006	0.013	0.06
t69	0.018	0.006	0.014	0.12	0.014	0.028	0.03	0.04	0.005	0.001	0.008	0.045	0.019	0.499	0.002	0.002	0.001	0.007	0.006	0.024	0.007	0.007	0.009	0.025	0.001	0.011	0.006	0.021	0.011	0.012
t54	0.051	0.054	0.007	0.086	0.04	0.053	0.051	0.011	0.012	0.006	0.007	0.041	0.05	0.133	0.112	0.004	0.002	0.018	0.006	0.021	0.011	0.017	0.086	0.016	0.002	0.02	0.028	0.018	0.022	0.014
t193	0.033	0.005	0.023	0.048	0.005	0.105	0.026	0.063	0.016	0.021	0.012	0.014	0.09	0.16	0.129	0.002	0.003	0.005	0.036	0.042	0.002	0.003	0.013	0.033	0.002	0.01	0.038	0.028	0.03	0.005
t45	0.051	0.058	0.011	0.107	0.053	0.072	0.104	0.03	0.007	0	0.005	0.044	0.039	0.17	0.006	0.005	0.002	0.002	0.006	0.03	0.005	0.008	0.052	0.01	0.001	0.012	0.032	0.024	0.028	0.025
t51	0.058	0.045	0.02	0.109	0.024	0.054	0.056	0.07	0.01	0.008	0.013	0.056	0.075	0.183	0.016	0.003	0.002	0.012	0.009	0.028	0.006	0.005	0.024	0.02	0.002	0.015	0.018	0.029	0.017	0.013
t112	0.035	0.008	0.003	0.026	0.004	0.074	0.01	0.003	0.005	0.007	0.005	0.007	0.023	0.147	0.53	0.001	0.001	0.014	0.004	0.006	0.003	0.033	0.007	0.022	0.001	0.003	0.006	0.007	0.003	0.001
t183	0.024	0.006	0.013	0.069	0.009	0.102	0.023	0.016	0.009	0.004	0.012	0.02	0.038	0.381	0.053	0.002	0.002	0.009	0.008	0.025	0.005	0.038	0.011	0.051	0.001	0.011	0.014	0.021	0.017	0.005
t7	0.121	0.098	0.003	0.025	0.018	0.043	0.04	0.007	0.004	0.002	0.001	0.009	0.03	0.046	0.456	0.002	0.001	0.004	0.007	0.006	0.003	0.003	0.025	0.003	0.001	0.003	0.02	0.009	0.004	0.007
t9	0.072	0.072	0.009	0.066	0.083	0.007	0.075	0.059	0.005	0	0.002	0.034	0.019	0.238	0.006	0.004	0.001	0.003	0.011	0.024	0.007	0.001	0.036	0.004	0.001	0.013	0.025	0.024	0.057	0.043
t60	0.054	0.03	0.005	0.114	0.044	0.022	0.074	0.017	0.003	0	0.002	0.035	0.01	0.418	0.002	0.005	0.001	0.001	0.006	0.016	0.007	0.005	0.035	0.007	0.001	0.006	0.012	0.016	0.019	0.033
t67	0.058	0.153	0.004	0.102	0.096	0.112	0.133	0.003	0.005	0	0.002	0.046	0.018	0.074	0.019	0.005	0.001	0.002	0.002	0.014	0.007	0.015	0.05	0.003	0.001	0.008	0.022	0.011	0.003	0.033
t23	0.046	0.089	0.012	0.134	0.025	0.154	0.111	0.036	0.006	0	0.004	0.043	0.042	0.131	0.01	0.005	0.001	0.002	0.005	0.021	0.005	0.011	0.016	0.009	0.001	0.006	0.018	0.026	0.005	0.025
t28	0.049	0.046	0.005	0.038	0.013	0.228	0.069	0.01	0.008	0.001	0.002	0.011	0.054	0.033	0.242	0.004	0.001	0.001	0.01	0.016	0.002	0.006	0.044	0.006	0.001	0.005	0.061	0.014	0.009	0.01
t50	0.043	0.009	0.013	0.037	0.004	0.14	0.027	0.027	0.012	0.023	0.007	0.01	0.079	0.07	0.338	0.002	0.002	0.004	0.024	0.023	0.001	0.003	0.012	0.016	0.002	0.006	0.035	0.018	0.01	0.004
t141	0.107	0.015	0.007	0.125	0.047	0.021	0.061	0.003	0.01	0.008	0.003	0.039	0.015	0.226	0.035	0.004	0.002	0.01	0.012	0.028	0.01	0.002	0.107	0.005	0.002	0.019	0.019	0.012	0.012	0.034
t139	0.058	0.236	0.004	0.077	0.028	0.197	0.087	0.003	0.005	0.001	0.003	0.035	0.039	0.03	0.069	0.004	0.001	0.003	0.001	0.008	0.005	0.029	0.031	0.004	0.001	0.005	0.015	0.01	0.001	0.012
t144	0.058	0.073	0.006	0.117	0.041	0.108	0.082	0.008	0.007	0.001	0.005	0.046	0.033	0.168	0.035	0.005	0.001	0.006	0.004	0.016	0.01	0.032	0.052	0.011	0.001	0.01	0.019	0.017	0.008	0.018
t152	0.099	0.037	0.008	0.05	0.024	0.028	0.043	0.027	0.01	0.006	0.005	0.019	0.051	0.159	0.173	0.004	0.002	0.01	0.021	0.02	0.006	0.004	0.056	0.014	0.003	0.011	0.035	0.02	0.045	0.011
t107	0.091	0.135	0.005	0.086	0.065	0.059	0.084	0.008	0.006	0.001	0.003	0.037	0.021	0.165	0.071	0.003	0.001	0.005	0.005	0.014	0.01	0.009	0.029	0.005	0.001	0.009	0.021	0.016	0.004	0.029
t153	0.068	0.246	0.004	0.085	0.078	0.095	0.12	0.008	0.003	0	0.002	0.033	0.019	0.079	0.011	0.006	0.001	0.001	0.002	0.01	0.005	0.01	0.039	0.003	0.001	0.005	0.021	0.012	0.004	0.029
t110	0.044	0.007	0.013	0.106	0.009	0.128	0.038	0.006	0.018	0.042	0.015	0.035	0.068	0.124	0.094	0.003	0.002	0.017	0.01	0.033	0.005	0.016	0.067	0.024	0.003	0.017	0.022	0.016	0.014	0.006
t140	0.051	0.036	0.01	0.149	0.014	0.246	0.078	0.016	0.006	0.001	0.007	0.046	0.049	0.143	0.01	0.004	0.001	0.003	0.004	0.016	0.005	0.018	0.023	0.015	0.001	0.006	0.011	0.018	0.003	0.012
t61	0.029	0.02	0.017	0.098	0.008	0.267	0.048	0.043	0.008	0.002	0.015	0.033	0.089	0.148	0.012	0.003	0.002	0.003	0.005	0.021	0.003	0.022	0.014	0.032	0.001	0.007	0.013	0.024	0.008	0.006
t26	0.023	0.008	0.009	0.121	0.024	0.036	0.039	0.014	0.008	0.001	0.007	0.041	0.022	0.401	0.006	0.004	0.002	0.007	0.006	0.028	0.009	0.014	0.049	0.026	0.001	0.017	0.013	0.018	0.033	0.014
t134	0.095	0.037	0.005	0.097	0.023	0.165	0.064	0.001	0.01	0.017	0.005	0.033	0.035	0.065	0.165	0.003	0.001	0.009	0.005	0.016	0.005	0.012	0.07	0.006	0.002	0.009	0.021	0.009	0.002	0.012
t22	0.045	0.143	0.007	0.075	0.023	0.285	0.095	0.012	0.006	0.001	0.003	0.023	0.047	0.047	0.059	0.004	0.001	0.001	0.003	0.013	0.003	0.021	0.016	0.005	0.001	0.004	0.024	0.017	0.002	0.013
t84	0.064	0.192	0.008	0.094	0.017	0.186	0.079	0.03	0.005	0.002	0.004	0.034	0.06	0.062	0.052	0.004	0.001	0.003	0.004	0.01	0.005	0.011	0.011	0.007	0.001	0.004	0.013	0.019	0.001	0.013
t1	0.021	0.025	0.016	0.088	0.029	0.048	0.046	0.038	0.016	0.008	0.015	0.055	0.087	0.118	0.022	0.004	0.003	0.015	0.007	0.038	0.008	0.014	0.082	0.026	0.003	0.031	0.032	0.027	0.069	0.011
t124	0.027	0.02	0.008	0.104	0.043	0.051	0.043	0.008	0.01	0.002	0.007	0.048	0.027	0.284	0.034	0.004	0.002	0.014	0.004	0.026	0.012	0.034	0.064	0.023	0.002	0.023	0.021	0.018	0.025	0.013
t44	0.027	0.002	0.013	0.019	0.001	0.041	0.008	0.047	0.008	0.03	0.008	0.005	0.055	0.165	0.42	0.001	0.001	0.007	0.028	0.016	0.001	0.002	0.003	0.032	0.002	0.004	0.013	0.018	0.018	0.001
t130	0.026	0.004	0.025	0.064	0.002	0.155	0.02	0.045	0.013	0.027	0.022	0.02	0.094	0.206	0.07	0.001	0.002	0.009	0.017	0.033	0.002	0.009	0.008	0.053	0.002	0.009	0.018	0.025	0.017	0.003
t14	0.02	0.01	0.026	0.072	0.003	0.2	0.023	0.051	0.013	0.054	0.027	0.031	0.125	0.103	0.073	0.001	0.002	0.014	0.008	0.026	0.002	0.013	0.005	0.039	0.002	0.01	0.013	0.025	0.006	0.003
t76	0.098	0.12	0.004	0.024	0.015	0.034	0.031	0.022	0.004	0.002	0.002	0.009	0.035	0.058	0.456	0.002	0.001	0.004	0.008	0.006	0.003	0.002	0.011	0.005	0.001	0.003	0.016	0.012	0.004	0.008
t88	0.132	0.055	0.006	0.052	0.017	0.089	0.053	0.01	0.007	0.004	0.002	0.013	0.032	0.097	0.308	0.003	0.001	0.003	0.013	0.013	0.004	0.002	0.017	0.006	0.001	0.005	0.023	0.014	0.003	0.015
t198	0.058	0.088	0.007	0.073	0.058	0.137	0.091	0.007	0.008	0.001	0.004	0.028	0.034	0.116	0.081	0.004	0.002	0.003	0.004	0.024	0.005	0.016	0.039	0.006	0.001	0.012	0.043	0.018	0.012	0.019
t162	0.035	0.004	0.012	0.095	0.008	0.026	0.026	0.031	0.006	0.003	0.006	0.027	0.02	0.543	0.007	0.002	0.001	0.007	0.015	0.022	0.006	0.005	0.009	0.028	0.001	0.008	0.007	0.019	0.012	0.009
t97	0.048	0.084	0.005	0.087	0.029	0.218	0.067	0.018	0.004	0	0.003	0.023	0.032	0.18	0.038	0.007	0.001	0.002	0.004	0.011	0.005	0.032	0.027	0.017	0.001	0.004	0.019	0.016	0.006	0.013
t53	0.056	0.191	0.008	0.055	0.046	0.108	0.102	0.016	0.009	0.003	0.005	0.036	0.08	0.024	0.036	0.004	0.002	0.003	0.004	0.021	0.003	0.004	0.072	0.003	0.002	0.011	0.053	0.016	0.012	0.016
t66	0.084	0.176	0.007	0.072	0.08	0.037	0.104	0.019	0.007	0.001	0.003	0.041	0.036	0.076	0.029	0.005	0.002	0.004	0.006	0.019	0.007	0.003	0.066	0.004	0.002	0.012	0.036	0.018	0.014	0.032
