V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t67	0.004	0.019	0.02	0.016	0.022	0.02	0	0.007	0.002	0.012	0.006	0.028	0.012	0.003	0.007	0.003	0.023	0.037	0.01	0.005	0.011	0.003	0.084	0.011	0.105	0.006	0.001	0.003	0.199	0.319
t83	0.001	0.003	0.002	0.001	0.032	0.017	0	0.001	0.001	0.023	0.004	0.002	0.026	0.002	0	0.001	0.002	0.023	0	0.002	0.003	0.003	0.032	0.01	0.058	0.015	0	0.001	0.009	0.727
t143	0.004	0.027	0.138	0.032	0.016	0.005	0.007	0.056	0.005	0.004	0.002	0.128	0.002	0.003	0.046	0.015	0.031	0.008	0.117	0.007	0.012	0.005	0.066	0.004	0.029	0.001	0.005	0.008	0.194	0.022
t153	0.002	0.014	0.014	0.003	0.016	0.019	0	0.002	0.001	0.007	0.002	0.008	0.013	0.001	0.002	0.002	0.014	0.042	0.002	0.003	0.007	0.002	0.091	0.007	0.043	0.005	0	0.001	0.094	0.583
t141	0.008	0.021	0.057	0.048	0.064	0.01	0.025	0.068	0.044	0.021	0.013	0.107	0.006	0.009	0.032	0.014	0.016	0.011	0.048	0.015	0.013	0.017	0.056	0.015	0.111	0.008	0.006	0.014	0.072	0.052
t171	0.008	0.014	0.027	0.041	0.091	0.013	0.029	0.047	0.059	0.037	0.022	0.067	0.011	0.011	0.018	0.008	0.01	0.012	0.03	0.015	0.011	0.02	0.045	0.022	0.164	0.016	0.004	0.012	0.052	0.082
t85	0.003	0.008	0.009	0.002	0.134	0.02	0.033	0.01	0.012	0.071	0.012	0.01	0.027	0.006	0.002	0.004	0.004	0.018	0.003	0.01	0.006	0.021	0.05	0.023	0.113	0.027	0.001	0.004	0.007	0.349
t174	0.004	0.04	0.148	0.014	0.021	0.011	0.004	0.028	0.003	0.004	0.001	0.053	0.005	0.002	0.02	0.022	0.034	0.024	0.016	0.007	0.014	0.004	0.146	0.007	0.024	0.002	0.001	0.003	0.2	0.139
t108	0.006	0.02	0.032	0.021	0.078	0.02	0.012	0.024	0.015	0.03	0.011	0.039	0.016	0.007	0.009	0.009	0.014	0.025	0.012	0.012	0.013	0.015	0.085	0.02	0.125	0.017	0.002	0.006	0.074	0.233
t47	0.006	0.014	0.024	0.014	0.125	0.018	0.058	0.029	0.029	0.048	0.015	0.032	0.018	0.008	0.007	0.009	0.008	0.017	0.01	0.015	0.01	0.025	0.064	0.024	0.127	0.024	0.002	0.008	0.028	0.186
t69	0.007	0.023	0.056	0.092	0.036	0.009	0.006	0.051	0.03	0.01	0.008	0.1	0.005	0.006	0.034	0.012	0.018	0.013	0.03	0.011	0.013	0.009	0.057	0.012	0.092	0.007	0.004	0.008	0.183	0.057
t10	0.006	0.027	0.086	0.086	0.027	0.008	0.006	0.059	0.021	0.006	0.005	0.107	0.004	0.005	0.039	0.017	0.021	0.012	0.027	0.01	0.013	0.007	0.065	0.009	0.06	0.005	0.003	0.007	0.204	0.047
t53	0.008	0.019	0.052	0.038	0.083	0.01	0.063	0.074	0.059	0.025	0.013	0.089	0.007	0.009	0.025	0.015	0.012	0.01	0.029	0.017	0.012	0.023	0.052	0.017	0.11	0.011	0.005	0.013	0.042	0.056
t162	0.002	0.007	0.005	0.002	0.048	0.019	0.001	0.003	0.003	0.025	0.004	0.004	0.024	0.002	0.001	0.002	0.004	0.028	0.001	0.004	0.005	0.006	0.052	0.013	0.071	0.021	0	0.001	0.016	0.626
t84	0.002	0.007	0.079	0.26	0.002	0	0.004	0.105	0.024	0	0.001	0.172	0	0.001	0.115	0.012	0.006	0	0.062	0.002	0.002	0.001	0.006	0.001	0.005	0	0.004	0.004	0.12	0
t170	0.002	0.004	0.003	0.001	0.057	0.021	0.001	0.002	0.002	0.048	0.008	0.004	0.029	0.003	0.001	0.001	0.004	0.023	0.002	0.004	0.004	0.006	0.04	0.014	0.1	0.017	0	0.002	0.013	0.584
t119	0.003	0.028	0.057	0.026	0.012	0.012	0	0.012	0.002	0.004	0.002	0.038	0.005	0.002	0.012	0.007	0.029	0.03	0.008	0.004	0.012	0.002	0.107	0.006	0.04	0.003	0.001	0.002	0.368	0.167
t115	0.003	0.028	0.07	0.025	0.012	0.01	0	0.015	0.002	0.003	0.002	0.049	0.004	0.002	0.016	0.007	0.034	0.024	0.018	0.005	0.012	0.002	0.102	0.005	0.037	0.002	0.001	0.003	0.391	0.115
t92	0.005	0.01	0.031	0.279	0.018	0.002	0.007	0.081	0.158	0.004	0.007	0.117	0.001	0.005	0.047	0.009	0.006	0.003	0.012	0.007	0.005	0.007	0.014	0.006	0.064	0.005	0.005	0.007	0.07	0.007
t65	0.007	0.013	0.042	0.106	0.042	0.005	0.036	0.097	0.102	0.012	0.013	0.132	0.003	0.008	0.043	0.01	0.009	0.004	0.049	0.012	0.008	0.014	0.025	0.01	0.092	0.006	0.008	0.014	0.061	0.015
t102	0.007	0.029	0.095	0.095	0.026	0.007	0.006	0.069	0.028	0.006	0.005	0.126	0.003	0.005	0.045	0.019	0.021	0.011	0.02	0.01	0.013	0.008	0.061	0.009	0.063	0.004	0.004	0.008	0.16	0.038
t94	0.002	0.018	0.022	0.009	0.009	0.015	0	0.003	0	0.004	0.001	0.012	0.007	0.001	0.003	0.003	0.021	0.043	0.003	0.003	0.008	0.001	0.104	0.005	0.033	0.003	0	0.001	0.277	0.39
t127	0.005	0.028	0.057	0.021	0.037	0.018	0.003	0.022	0.005	0.013	0.005	0.048	0.009	0.004	0.012	0.009	0.025	0.031	0.015	0.009	0.015	0.008	0.117	0.012	0.078	0.007	0.002	0.005	0.167	0.214
t72	0.006	0.024	0.103	0.075	0.025	0.005	0.014	0.09	0.029	0.006	0.005	0.154	0.002	0.005	0.056	0.016	0.019	0.007	0.05	0.01	0.011	0.009	0.048	0.007	0.053	0.003	0.006	0.01	0.13	0.021
t3	0.003	0.016	0.08	0.191	0.005	0.002	0.001	0.053	0.013	0.001	0.001	0.128	0	0.002	0.063	0.011	0.015	0.003	0.027	0.004	0.006	0.002	0.024	0.002	0.019	0.001	0.003	0.004	0.315	0.006
t63	0.004	0.024	0.042	0.012	0.041	0.021	0.002	0.015	0.003	0.016	0.005	0.035	0.012	0.004	0.009	0.007	0.024	0.033	0.016	0.008	0.014	0.007	0.116	0.013	0.079	0.007	0.001	0.004	0.133	0.294
t99	0.003	0.021	0.033	0.015	0.022	0.018	0	0.009	0.002	0.01	0.003	0.029	0.009	0.003	0.007	0.005	0.027	0.035	0.015	0.005	0.012	0.004	0.105	0.009	0.068	0.004	0.001	0.003	0.248	0.274
