feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t67	-1.128	0.38	0.768	0.29	0.976	0.256	-2.389	0.023	-0.801	0.104	-0.776	0.938	-0.156	-1.162	-0.42	-0.886	0.279	0.702	-0.303	-0.554	-0.153	-0.803	1.801	-0.027	1.95	-0.476	-2.224	-1.222	2.165	2.829
t83	-1.196	0.169	0.263	-0.302	1.459	0.595	-1.919	-0.355	-0.736	0.711	-0.491	0.37	0.507	-1.04	-1.132	-1.113	-0.092	0.946	-1.053	-0.482	-0.237	-0.512	1.837	0.347	2.184	0.244	-2.693	-1.403	1.571	3.528
t143	-1.133	0.395	1.271	0.604	0.762	-0.296	-1.305	0.655	-0.533	-0.38	-1.068	1.4	-0.939	-1.251	0.179	-0.45	0.291	0.09	0.477	-0.543	-0.23	-0.758	1.584	-0.417	1.493	-1.145	-1.789	-0.94	2.151	1.807
t153	-1.152	0.453	0.9	0.244	0.987	0.256	-2.194	0.064	-0.864	0.016	-0.926	0.91	-0.158	-1.224	-0.412	-0.718	0.302	0.741	-0.391	-0.547	-0.132	-0.807	1.889	-0.042	1.829	-0.48	-2.336	-1.288	2.184	2.884
t141	-1.146	0.084	0.641	0.134	1.236	-0.08	-0.869	0.35	-0.174	0.292	-0.618	0.934	-0.404	-1.043	-0.452	-0.759	-0.183	0.139	-0.198	-0.446	-0.39	-0.391	1.422	-0.063	1.835	-0.442	-2.02	-0.983	1.355	2.226
t171	-1.135	0.077	0.623	0.446	1.135	-0.112	-1.121	0.368	-0.078	0.154	-0.599	0.99	-0.423	-1.055	-0.331	-0.815	-0.173	0.133	-0.162	-0.498	-0.381	-0.536	1.38	-0.062	1.854	-0.421	-2.084	-1.026	1.649	2.186
t85	-1.213	0.104	0.424	-0.532	1.567	0.337	-0.809	-0.048	-0.49	0.705	-0.578	0.452	0.217	-1.032	-1.046	-0.844	-0.265	0.586	-0.904	-0.393	-0.347	-0.248	1.697	0.23	1.962	0.066	-2.492	-1.236	1.038	3.075
t174	-1.201	0.537	1.193	-0.027	1.033	0.177	-1.45	0.242	-0.957	-0.11	-1.176	0.918	-0.269	-1.31	-0.348	-0.416	0.321	0.661	-0.325	-0.51	-0.125	-0.753	1.987	-0.118	1.537	-0.65	-2.411	-1.305	2.026	2.809
t108	-1.162	0.221	0.719	0.282	1.139	0.064	-1.366	0.228	-0.418	0.165	-0.754	0.89	-0.287	-1.129	-0.481	-0.742	-0.027	0.41	-0.399	-0.501	-0.288	-0.549	1.613	-0.043	1.841	-0.368	-2.22	-1.15	1.762	2.53
t47	-1.181	0.063	0.578	0.062	1.34	-0.01	-0.65	0.289	-0.142	0.358	-0.626	0.782	-0.247	-1.053	-0.612	-0.734	-0.29	0.222	-0.479	-0.438	-0.402	-0.338	1.466	0.023	1.832	-0.226	-2.229	-1.086	1.294	2.417
t69	-1.084	0.294	0.984	0.968	0.788	-0.274	-1.665	0.574	-0.103	-0.332	-0.867	1.321	-0.778	-1.18	0.128	-0.598	0.09	0.103	0.039	-0.561	-0.293	-0.802	1.436	-0.261	1.704	-0.758	-1.939	-1.032	2.184	1.898
t10	-1.128	0.247	0.784	0.608	1.018	-0.044	-1.543	0.344	-0.221	-0.034	-0.784	1.017	-0.41	-1.146	-0.265	-0.688	-0.018	0.324	-0.369	-0.53	-0.293	-0.677	1.545	-0.079	1.809	-0.424	-2.205	-1.158	1.947	2.356
t53	-1.144	-0.062	0.4	0.078	1.4	-0.065	-0.593	0.308	0.114	0.487	-0.434	0.788	-0.251	-0.96	-0.628	-0.866	-0.425	0.082	-0.486	-0.414	-0.479	-0.262	1.297	0.07	1.949	-0.157	-2.116	-0.998	1.062	2.288
