V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.017	0.006	0.01	0.013	-0.028	0.005	0.014	0.001	0.009	-0.006	-0.002	-0.01	-0.017	-0.003	-0.008	0.012	0	-0.02	-0.014	-0.018	0.005	0.002	-0.009	-0.009	-0.012	0.029	-0.027	0.021	-0.001	-0.003	-0.022
2	0.006	0.007	0.003	0.006	0.004	0	-0.011	-0.005	0.003	-0.005	-0.003	-0.009	-0.002	-0.002	0.002	0.005	0	-0.001	-0.018	-0.015	0.01	0	-0.005	-0.003	-0.023	0.005	-0.013	-0.005	0.005	0.001	-0.022
3	0.01	0.003	0.026	0.026	0.019	-0.013	0.026	-0.015	0.027	-0.013	0.011	-0.021	-0.049	-0.001	0.005	-0.003	0.005	0.001	-0.007	-0.024	0	-0.002	0.001	0.009	-0.019	0.003	0.008	0.036	-0.036	-0.003	-0.026
4	0.013	0.006	0.026	0.054	0.056	0.009	0.032	-0.051	0.029	-0.02	0.015	-0.055	-0.056	0.003	0.014	-0.006	-0.014	-0.02	-0.02	-0.05	0.021	-0.014	0.004	0.015	-0.058	-0.005	0.026	0.047	-0.059	-0.013	-0.001
5	-0.028	0.004	0.019	0.056	0.334	-0.002	0.017	-0.039	0.056	-0.018	0.024	-0.072	-0.203	-0.058	0.062	-0.053	-0.006	0.076	-0.004	-0.126	0.052	-0.047	0.033	0.062	-0.07	-0.186	0.101	0	-0.07	-0.019	0.082
6	0.005	0	-0.013	0.009	-0.002	0.056	0.036	0	-0.032	0.017	-0.01	-0.024	0.015	0.001	0.009	0.002	-0.021	-0.052	0.003	-0.004	0.011	-0.01	-0.013	-0.012	-0.009	0.006	-0.016	-0.001	0.02	-0.011	0.004
7	0.014	-0.011	0.026	0.032	0.017	0.036	0.258	0.021	0.025	0.03	0.02	-0.037	-0.116	-0.032	0.009	-0.019	-0.003	-0.056	0.086	0.046	-0.028	-0.009	-0.017	0.017	0.044	-0.05	0.035	0.137	-0.042	-0.02	-0.074
8	0.001	-0.005	-0.015	-0.051	-0.039	0	0.021	0.095	-0.013	0.025	-0.019	0.054	-0.04	-0.036	-0.02	0.009	0.025	0.013	0.033	0.015	-0.031	0.011	-0.013	-0.02	0.091	-0.003	-0.06	-0.016	0.067	0.004	0.002
9	0.009	0.003	0.027	0.029	0.056	-0.032	0.025	-0.013	0.073	-0.023	0.02	-0.008	-0.101	-0.027	-0.013	-0.001	0.008	0.031	0.007	-0.045	0.02	-0.002	0.013	0.025	-0.016	-0.038	0.034	0.061	-0.047	-0.006	0.029
10	-0.006	-0.005	-0.013	-0.02	-0.018	0.017	0.03	0.025	-0.023	0.023	-0.006	0.013	0.023	-0.002	0.002	-0.003	-0.001	-0.012	0.026	0.036	-0.009	0.002	-0.008	-0.005	0.026	-0.01	-0.004	-0.006	0.027	0.001	-0.018
