V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t144	0.014	0.049	0.02	0.039	0.023	0.021	0.107	0.031	0.011	0.033	0.014	0.02	0.035	0.059	0.022	0.029	0.046	0.006	0.03	0.02	0.006	0.055	0.031	0.068	0.021	0.057	0.017	0.066	0.008	0.042
t196	0.002	0.011	0.004	0.047	0.09	0.013	0.018	0.001	0.004	0.012	0.02	0.058	0.006	0.01	0.001	0.018	0.007	0	0	0.029	0.001	0.507	0.007	0.003	0.011	0.025	0.021	0.065	0.009	0.002
t200	0.004	0.014	0.006	0.079	0.052	0.036	0.01	0.002	0.005	0.016	0.028	0.009	0.008	0.011	0.001	0.127	0.009	0	0	0.17	0.001	0.099	0.007	0.011	0.034	0.061	0.024	0.168	0.007	0.002
t71	0.01	0.043	0.011	0.02	0.034	0.011	0.29	0.027	0.009	0.025	0.008	0.049	0.02	0.05	0.026	0.007	0.023	0.006	0.051	0.005	0.007	0.055	0.03	0.042	0.008	0.024	0.01	0.034	0.008	0.056
t67	0.018	0.049	0.018	0.028	0.01	0.013	0.076	0.032	0.013	0.03	0.016	0.009	0.031	0.091	0.019	0.072	0.028	0.013	0.01	0.025	0.007	0.01	0.026	0.122	0.022	0.063	0.013	0.081	0.007	0.049
t8	0.003	0.029	0.016	0.03	0.004	0.004	0.036	0.012	0.006	0.015	0.009	0.001	0.018	0.178	0.005	0.023	0.422	0.015	0.013	0.007	0.002	0.005	0.01	0.023	0.022	0.034	0.01	0.031	0.006	0.015
t154	0.021	0.041	0.019	0.043	0.014	0.014	0.046	0.03	0.011	0.027	0.008	0.001	0.016	0.071	0.019	0.249	0.019	0.04	0.007	0.021	0.004	0.004	0.017	0.06	0.027	0.061	0.011	0.063	0.007	0.026
t96	0.001	0.017	0.012	0.02	0.004	0.006	0.021	0.005	0.003	0.01	0.006	0.001	0.031	0.09	0.001	0.017	0.596	0.005	0.007	0.008	0.001	0.006	0.004	0.02	0.026	0.038	0.009	0.021	0.003	0.01
t79	0.006	0.04	0.019	0.07	0.04	0.016	0.063	0.014	0.01	0.03	0.018	0.008	0.019	0.08	0.005	0.139	0.053	0.008	0.008	0.027	0.003	0.041	0.015	0.023	0.038	0.073	0.023	0.082	0.014	0.016
t168	0.015	0.045	0.011	0.037	0.032	0.009	0.109	0.011	0.012	0.03	0.017	0.078	0.015	0.081	0.022	0.094	0.004	0.007	0.022	0.019	0.01	0.066	0.03	0.031	0.014	0.045	0.013	0.072	0.011	0.037
